gene_id	gene	ensembl_display_name	chromosome	start	end	strand	source	assembly
ENSG00000133110	POSTN	POSTN	13	37562582	37598855	-1	Ensembl REST lookup/id	GRCh38
ENSG00000102468	HTR2A	HTR2A	13	46831546	46897076	-1	Ensembl REST lookup/id	GRCh38
ENSG00000169508	GPR183	GPR183	13	99294273	99307474	-1	Ensembl REST lookup/id	GRCh38
ENSG00000041515	MYO16	MYO16	13	108596152	109208005	1	Ensembl REST lookup/id	GRCh38
ENSG00000129538	RNASE1	RNASE1	14	20801228	20802884	-1	Ensembl REST lookup/id	GRCh38
ENSG00000277734	TRAC	TRAC	14	22547506	22552156	1	Ensembl REST lookup/id	GRCh38
ENSG00000100453	GZMB	GZMB	14	24630954	24634267	-1	Ensembl REST lookup/id	GRCh38
ENSG00000131981	LGALS3	LGALS3	14	55121352	55148022	1	Ensembl REST lookup/id	GRCh38
ENSG00000140015	KCNH5	KCNH5	14	62699464	63102037	-1	Ensembl REST lookup/id	GRCh38
ENSG00000198732	SMOC1	SMOC1	14	69854131	70032366	1	Ensembl REST lookup/id	GRCh38
ENSG00000080815	PSEN1	PSEN1	14	73136418	73223691	1	Ensembl REST lookup/id	GRCh38
ENSG00000156127	BATF	BATF	14	75522455	75546993	1	Ensembl REST lookup/id	GRCh38
ENSG00000100600	LGMN	LGMN	14	92703798	92751131	-1	Ensembl REST lookup/id	GRCh38
ENSG00000196136	SERPINA3	SERPINA3	14	94612377	94624645	1	Ensembl REST lookup/id	GRCh38
ENSG00000127152	BCL11B	BCL11B	14	99169287	99272197	-1	Ensembl REST lookup/id	GRCh38
ENSG00000273749	CYFIP1	CYFIP1	15	22867052	22981063	-1	Ensembl REST lookup/id	GRCh38
ENSG00000198838	RYR3	RYR3	15	33310962	33866121	1	Ensembl REST lookup/id	GRCh38
ENSG00000134138	MEIS2	MEIS2	15	36889204	37101307	-1	Ensembl REST lookup/id	GRCh38
ENSG00000172575	RASGRP1	RASGRP1	15	38488103	38565575	-1	Ensembl REST lookup/id	GRCh38
ENSG00000137801	THBS1	THBS1	15	39580130	39599466	1	Ensembl REST lookup/id	GRCh38
ENSG00000092529	CAPN3	CAPN3	15	42359498	42412949	1	Ensembl REST lookup/id	GRCh38
ENSG00000157456	CCNB2	CCNB2	15	59105078	59125045	1	Ensembl REST lookup/id	GRCh38
ENSG00000074410	CA12	CA12	15	63321378	63382027	-1	Ensembl REST lookup/id	GRCh38
ENSG00000187720	THSD4	THSD4	15	71096952	71783383	1	Ensembl REST lookup/id	GRCh38
ENSG00000173546	CSPG4	CSPG4	15	75674322	75712848	-1	Ensembl REST lookup/id	GRCh38
ENSG00000103811	CTSH	CTSH	15	78921058	78949574	-1	Ensembl REST lookup/id	GRCh38
ENSG00000140379	BCL2A1	BCL2A1	15	79960892	79971196	-1	Ensembl REST lookup/id	GRCh38
ENSG00000103888	CEMIP	CEMIP	15	80779343	80951776	1	Ensembl REST lookup/id	GRCh38
ENSG00000182054	IDH2	IDH2	15	90083045	90102490	-1	Ensembl REST lookup/id	GRCh38
ENSG00000140563	MCTP2	MCTP2	15	94231526	94483952	1	Ensembl REST lookup/id	GRCh38
ENSG00000185551	NR2F2	NR2F2	15	96325797	96340263	1	Ensembl REST lookup/id	GRCh38
ENSG00000154237	LRRK1	LRRK1	15	100919327	101078257	1	Ensembl REST lookup/id	GRCh38
ENSG00000140479	PCSK6	PCSK6	15	101289784	101525202	-1	Ensembl REST lookup/id	GRCh38
ENSG00000197253	TPSB2	TPSB2	16	1227272	1233725	-1	Ensembl REST lookup/id	GRCh38
ENSG00000172236	TPSAB1	TPSAB1	16	1239266	1242555	1	Ensembl REST lookup/id	GRCh38
ENSG00000008517	IL32	IL32	16	3064301	3082192	1	Ensembl REST lookup/id	GRCh38
ENSG00000103316	CRYM	CRYM	16	21238874	21303083	-1	Ensembl REST lookup/id	GRCh38
ENSG00000122254	HS3ST2	HS3ST2	16	22814162	22916338	1	Ensembl REST lookup/id	GRCh38
ENSG00000182601	HS3ST4	HS3ST4	16	25691959	26137685	1	Ensembl REST lookup/id	GRCh38
ENSG00000102879	CORO1A	CORO1A	16	30182817	30189085	1	Ensembl REST lookup/id	GRCh38
ENSG00000169896	ITGAM	ITGAM	16	31259967	31332892	1	Ensembl REST lookup/id	GRCh38
ENSG00000140678	ITGAX	ITGAX	16	31355134	31382999	1	Ensembl REST lookup/id	GRCh38
ENSG00000039068	CDH1	CDH1	16	68737292	68835540	1	Ensembl REST lookup/id	GRCh38
ENSG00000168807	SNTB2	SNTB2	16	69187142	69309052	1	Ensembl REST lookup/id	GRCh38
ENSG00000064270	ATP2C2	ATP2C2	16	84368476	84465779	1	Ensembl REST lookup/id	GRCh38
ENSG00000129226	CD68	CD68	17	7579380	7582112	1	Ensembl REST lookup/id	GRCh38
ENSG00000141510	TP53	TP53	17	7661779	7687546	-1	Ensembl REST lookup/id	GRCh38
ENSG00000271503	CCL5	CCL5	17	35871491	35880793	-1	Ensembl REST lookup/id	GRCh38
ENSG00000275302	CCL4	CCL4	17	36103827	36105621	1	Ensembl REST lookup/id	GRCh38
ENSG00000276085	CCL3L1	CCL3L3	17	36194869	36196758	-1	Ensembl REST lookup/id	GRCh38
ENSG00000131747	TOP2A	TOP2A	17	40388525	40417896	-1	Ensembl REST lookup/id	GRCh38
ENSG00000141753	IGFBP4	IGFBP4	17	40443446	40457727	1	Ensembl REST lookup/id	GRCh38
ENSG00000168610	STAT3	STAT3	17	42313324	42388568	-1	Ensembl REST lookup/id	GRCh38
ENSG00000261371	PECAM1	PECAM1	17	64319415	64413776	-1	Ensembl REST lookup/id	GRCh38
ENSG00000125398	SOX9	SOX9	17	72121020	72126416	1	Ensembl REST lookup/id	GRCh38
ENSG00000171298	GAA	GAA	17	80101533	80119881	1	Ensembl REST lookup/id	GRCh38
ENSG00000171885	AQP4	AQP4	18	26852043	26865771	-1	Ensembl REST lookup/id	GRCh38
ENSG00000152214	RIT2	RIT2	18	42743218	43115719	-1	Ensembl REST lookup/id	GRCh38
ENSG00000167306	MYO5B	MYO5B	18	49822789	50195164	-1	Ensembl REST lookup/id	GRCh38
ENSG00000150656	CNDP1	CNDP1	18	74534400	74587212	1	Ensembl REST lookup/id	GRCh38
ENSG00000125730	C3	C3	19	6677704	6730562	-1	Ensembl REST lookup/id	GRCh38
ENSG00000076944	STXBP2	STXBP2	19	7636772	7647873	1	Ensembl REST lookup/id	GRCh38
ENSG00000127528	KLF2	KLF2	19	16324826	16328685	1	Ensembl REST lookup/id	GRCh38
ENSG00000105695	MAG	MAG	19	35291647	35316351	1	Ensembl REST lookup/id	GRCh38
ENSG00000205155	PSENEN	PSENEN	19	35745070	35747519	1	Ensembl REST lookup/id	GRCh38
ENSG00000275395	FCGBP	FCGBP	19	39863323	39934626	-1	Ensembl REST lookup/id	GRCh38
ENSG00000105329	TGFB1	TGFB1	19	41301587	41353961	-1	Ensembl REST lookup/id	GRCh38
ENSG00000011422	PLAUR	PLAUR	19	43646095	43670547	-1	Ensembl REST lookup/id	GRCh38
ENSG00000130203	APOE	APOE	19	44903787	44909396	1	Ensembl REST lookup/id	GRCh38
ENSG00000104888	SLC17A7	SLC17A7	19	49429399	49443197	-1	Ensembl REST lookup/id	GRCh38
ENSG00000167755	KLK6	KLK6	19	50958631	50969673	-1	Ensembl REST lookup/id	GRCh38
ENSG00000105374	NKG7	NKG7	19	51371606	51372704	-1	Ensembl REST lookup/id	GRCh38
ENSG00000167614	TTYH1	TTYH1	19	54415219	54436904	1	Ensembl REST lookup/id	GRCh38
ENSG00000132646	PCNA	PCNA	20	5114953	5126626	-1	Ensembl REST lookup/id	GRCh38
ENSG00000101311	FERMT1	FERMT1	20	6070288	6123644	-1	Ensembl REST lookup/id	GRCh38
ENSG00000125869	LAMP5	LAMP5	20	9514316	9530541	1	Ensembl REST lookup/id	GRCh38
ENSG00000185052	SLC24A3	SLC24A3	20	19212510	19722926	1	Ensembl REST lookup/id	GRCh38
ENSG00000125810	CD93	CD93	20	23065139	23086324	-1	Ensembl REST lookup/id	GRCh38
ENSG00000053438	NNAT	NNAT	20	37521206	37523690	1	Ensembl REST lookup/id	GRCh38
ENSG00000182463	TSHZ2	TSHZ2	20	52972358	53495330	1	Ensembl REST lookup/id	GRCh38
ENSG00000179242	CDH4	CDH4	20	61252261	61940617	1	Ensembl REST lookup/id	GRCh38
ENSG00000154645	CHODL	CHODL	21	17901263	18267373	1	Ensembl REST lookup/id	GRCh38
ENSG00000142192	APP	APP	21	25880535	26171128	-1	Ensembl REST lookup/id	GRCh38
ENSG00000205927	OLIG2	OLIG2	21	33025327	33029196	1	Ensembl REST lookup/id	GRCh38
ENSG00000184221	OLIG1	OLIG1	21	33070141	33072413	1	Ensembl REST lookup/id	GRCh38
ENSG00000160255	ITGB2	ITGB2	21	44885948	44932079	-1	Ensembl REST lookup/id	GRCh38
ENSG00000100292	HMOX1	HMOX1	22	35380361	35394214	1	Ensembl REST lookup/id	GRCh38
ENSG00000100362	PVALB	PVALB	22	36800682	36819479	-1	Ensembl REST lookup/id	GRCh38
ENSG00000100385	IL2RB	IL2RB	22	37118666	37176676	-1	Ensembl REST lookup/id	GRCh38
ENSG00000100146	SOX10	SOX10	22	37970686	37987422	-1	Ensembl REST lookup/id	GRCh38
ENSG00000077942	FBLN1	FBLN1	22	45502238	45601981	1	Ensembl REST lookup/id	GRCh38
ENSG00000101955	SRPX	SRPX	X	38149336	38220941	-1	Ensembl REST lookup/id	GRCh38
ENSG00000171659	GPR34	GPR34	X	41688973	41698371	1	Ensembl REST lookup/id	GRCh38
ENSG00000069535	MAOB	MAOB	X	43766400	43882559	-1	Ensembl REST lookup/id	GRCh38
ENSG00000077279	DCX	DCX	X	111293779	111412429	-1	Ensembl REST lookup/id	GRCh38
ENSG00000072315	TRPC5	TRPC5	X	111768011	112082776	-1	Ensembl REST lookup/id	GRCh38
ENSG00000147246	HTR2C	HTR2C	X	114584078	114910061	1	Ensembl REST lookup/id	GRCh38
ENSG00000009694	TENM1	TENM1	X	124375903	125204312	-1	Ensembl REST lookup/id	GRCh38
